Species,MaxTreeHeight,DBH,parameter,ll,l,m,h,hh,Sg_effect,Incertitude
Iryanthera hostmannii,39.449120849691,10-25,gamma,-9.827888,-9.403425,-8.951375,-8.503440000000001,-8.114348999999999,NA,1.7135390000000008
Iryanthera hostmannii,39.449120849691,10-25,tau,2.216579,2.4168275,2.6405700000000003,2.8747800000000003,3.0850980000000003,TRUE,0.8685190000000005
Iryanthera sagotiana,39.3774108599147,1-3,a,-0.1214767,-0.09596785000000001,-0.06618265,-0.03559885,-0.014215499999999996,NA,0.10726120000000001
Iryanthera sagotiana,39.3774108599147,1-3,O,-4.976289,-4.5763225,-4.31804,-4.0716375,-3.704566,TRUE,1.2717230000000006
Iryanthera sagotiana,39.3774108599147,1-3,gamma,-2.081212,-1.78157,-1.459785,-1.1228950000000002,-0.8276222999999998,NA,1.2535897
Iryanthera sagotiana,39.3774108599147,1-3,tau,-1.5219880000000001,-1.365465,-1.182725,-1.0087324999999998,-0.8510752999999999,TRUE,0.6709127000000003
Iryanthera sagotiana,39.3774108599147,3-10,a,-0.06286663,-0.04051675,-0.023344900000000002,-0.011954475000000001,-0.004864339999999999,NA,0.058002290000000005
Iryanthera sagotiana,39.3774108599147,3-10,O,-6.417753,-5.697105,-4.79776,-4.0252675,-3.1735709999999986,TRUE,3.2441820000000017
Iryanthera sagotiana,39.3774108599147,3-10,gamma,-3.550724,-3.084275,-2.556635,-2.05476,-1.5840259999999997,NA,1.9666980000000005
Iryanthera sagotiana,39.3774108599147,3-10,tau,-1.239635,-0.9866205,-0.7228825,-0.44433525,-0.19807079999999982,TRUE,1.0415642000000003
Iryanthera sagotiana,39.3774108599147,10-25,a,-0.10008360000000001,-0.080399775,-0.06211615,-0.04837975,-0.03635803,NA,0.06372557000000001
Iryanthera sagotiana,39.3774108599147,10-25,O,-1.3536720000000002,-1.0850325,-0.7276305000000001,-0.37691925,-0.15657569999999987,TRUE,1.1970963000000003
Iryanthera sagotiana,39.3774108599147,10-25,gamma,1.796106,2.2496875,2.720225,3.2295374999999997,3.6979730000000006,NA,1.9018670000000006
Iryanthera sagotiana,39.3774108599147,10-25,tau,-3.9636820000000004,-3.698105,-3.40678,-3.1412674999999997,-2.8885009999999998,TRUE,1.0751810000000006
Iryanthera sagotiana,39.3774108599147,>25,a,-0.4267693,-0.29605800000000004,-0.166863,-0.0710119,-0.023009049999999993,NA,0.40376025000000004
Iryanthera sagotiana,39.3774108599147,>25,O,-2.58449,-1.6421350000000001,-1.27719,-0.998594,-0.6490858999999997,TRUE,1.9354041000000004
Iryanthera sagotiana,39.3774108599147,>25,gamma,-1.252833,-0.44064025,0.439291,1.3965750000000001,2.22905,NA,3.481883
Iryanthera sagotiana,39.3774108599147,>25,tau,-3.4284670000000004,-2.9766175,-2.42869,-1.939835,-1.4868769999999996,TRUE,1.9415900000000008
Jacaranda copaia,41.2258018616329,1-3,a,-0.33185640000000005,-0.24337749999999997,-0.1709905,-0.12247525000000001,-0.09278990999999999,NA,0.23906649000000008
Jacaranda copaia,41.2258018616329,1-3,O,-2.841019,-2.39275,-1.71835,-0.96560875,-0.4267654999999999,TRUE,2.4142535
Jacaranda copaia,41.2258018616329,1-3,gamma,-9.252722999999998,-8.050425,-6.722770000000001,-5.39093,-4.222802,NA,5.029920999999998
Jacaranda copaia,41.2258018616329,1-3,tau,-0.9128127000000001,-0.29857175,0.367298,1.0171475,1.592603,FALSE,2.5054157000000004
Jacaranda copaia,41.2258018616329,3-10,a,-0.11733840000000002,-0.07065555,-0.036336850000000004,-0.016012775,-0.005848719999999996,NA,0.11148968000000002
Jacaranda copaia,41.2258018616329,3-10,O,-5.143624,-3.82466,-2.830615,-1.75711,-0.7676142999999997,TRUE,4.3760097
Jacaranda copaia,41.2258018616329,3-10,gamma,-10.8885,-9.9916325,-8.960735,-7.9256025,-7.0642760000000004,NA,3.824224
Jacaranda copaia,41.2258018616329,3-10,tau,0.6969627999999999,1.157905,1.6859,2.1872225,2.650107,TRUE,1.9531442000000003
Jacaranda copaia,41.2258018616329,10-25,a,-0.09208758,-0.05548275,-0.02705995,-0.011525475,-0.004243108999999995,NA,0.08784447100000001
Jacaranda copaia,41.2258018616329,10-25,O,-5.288539,-3.7503325,-2.4451650000000003,-1.4664925,-0.7034604999999997,TRUE,4.585078500000001
Jacaranda copaia,41.2258018616329,10-25,gamma,-9.831668,-9.0059075,-8.05375,-7.1124975,-6.330964000000001,NA,3.500704
Jacaranda copaia,41.2258018616329,10-25,tau,0.5116489,0.9402947500000001,1.42409,1.9181000000000001,2.3380600000000014,TRUE,1.8264111000000014
Jacaranda copaia,41.2258018616329,>25,a,-0.5025932000000001,-0.303266,-0.146397,-0.056864099999999994,-0.02199264999999999,NA,0.48060055000000007
Jacaranda copaia,41.2258018616329,>25,O,-4.0366040000000005,-2.4861475,-1.6281050000000001,-1.1761925,-0.7824384999999998,TRUE,3.254165500000001
Jacaranda copaia,41.2258018616329,>25,gamma,-11.71292,-10.50735,-9.103864999999999,-7.69541,-6.403471,NA,5.309449000000001
Jacaranda copaia,41.2258018616329,>25,tau,0.8564894,1.5263025,2.24686,2.9443824999999997,3.5642250000000004,TRUE,2.7077356000000004
Lecythis corrugata,38.8097668866975,1-3,a,-0.23539559999999998,-0.14362,-0.07431415,-0.033673225,-0.014088179999999999,NA,0.22130741999999998
Lecythis corrugata,38.8097668866975,1-3,O,-5.225104999999999,-4.1741925,-3.300865,-2.1264225,-1.0075919999999992,TRUE,4.217513
Lecythis corrugata,38.8097668866975,1-3,gamma,-9.182439,-7.70362,-5.9382,-4.1443,-2.343622999999999,NA,6.838816000000001
Lecythis corrugata,38.8097668866975,1-3,tau,-2.676515,-1.7292275,-0.7733615,0.15656775,0.939965,FALSE,3.61648
Lecythis corrugata,38.8097668866975,3-10,a,-0.18568720000000002,-0.14899374999999998,-0.1170545,-0.09233125,-0.0723484,NA,0.11333880000000003
Lecythis corrugata,38.8097668866975,3-10,O,-1.755083,-1.3238375,-0.8078350000000001,-0.37741525,-0.14424249999999975,TRUE,1.6108405000000001
Lecythis corrugata,38.8097668866975,3-10,gamma,-7.72509,-6.6730825,-5.5207999999999995,-4.3555375000000005,-3.2234799999999995,NA,4.50161
Lecythis corrugata,38.8097668866975,3-10,tau,-0.9608877000000001,-0.38192125,0.2231765,0.8176515,1.3264580000000001,FALSE,2.2873457000000004
Lecythis corrugata,38.8097668866975,10-25,a,-0.19674540000000001,-0.141756,-0.08879735,-0.04950977499999999,-0.024402589999999995,NA,0.17234281
Lecythis corrugata,38.8097668866975,10-25,O,-2.355736,-2.027535,-1.6574849999999999,-1.1434025,-0.569426,TRUE,1.7863099999999998
Lecythis corrugata,38.8097668866975,10-25,gamma,-13.67092,-13.030425000000001,-12.29725,-11.59185,-10.99475,NA,2.676170000000001
Lecythis corrugata,38.8097668866975,10-25,tau,3.174524,3.47226,3.81628,4.1797,4.481001999999999,TRUE,1.3064779999999994
Lecythis corrugata,38.8097668866975,>25,a,-0.3691878,-0.23349975,-0.11309849999999999,-0.04253755,-0.015607039999999992,NA,0.35358076
Lecythis corrugata,38.8097668866975,>25,O,-4.001588,-2.3895150000000003,-1.618625,-1.20225,-0.7587095999999999,TRUE,3.2428784
Lecythis corrugata,38.8097668866975,>25,gamma,-15.615620000000002,-14.552575,-13.39235,-12.277025000000002,-11.30687,NA,4.308750000000002
Lecythis corrugata,38.8097668866975,>25,tau,3.2196149999999997,3.6816,4.215785,4.7610975,5.259224000000001,TRUE,2.039609000000001
Lecythis persistens,37.5073447949415,1-3,a,-0.07114908,-0.049790299999999996,-0.02844385,-0.015552525000000001,-0.008077372999999988,NA,0.06307170700000002
Lecythis persistens,37.5073447949415,1-3,O,-4.16543,-3.750025,-3.1652649999999998,-2.1375025,-1.0563209999999992,TRUE,3.1091090000000006
Lecythis persistens,37.5073447949415,1-3,gamma,-5.845230000000001,-5.562452500000001,-5.228015,-4.8804875,-4.5846730000000004,NA,1.2605570000000004
Lecythis persistens,37.5073447949415,1-3,tau,0.3962695,0.5534827499999999,0.7417325,0.9235897500000001,1.0744480000000003,TRUE,0.6781785000000002
Lecythis persistens,37.5073447949415,3-10,a,-0.03603957,-0.027339950000000002,-0.01972495,-0.013384374999999999,-0.008309591,NA,0.027729979000000002
Lecythis persistens,37.5073447949415,3-10,O,-2.486168,-1.8910875,-1.204155,-0.5821175,-0.2305512999999999,FALSE,2.2556167
Lecythis persistens,37.5073447949415,3-10,gamma,-5.336035000000001,-5.0406225,-4.696445000000001,-4.3537175,-4.047638,NA,1.2883970000000007
Lecythis persistens,37.5073447949415,3-10,tau,0.5511967,0.71358925,0.897319,1.0856724999999998,1.2357640000000003,TRUE,0.6845673000000003
Lecythis persistens,37.5073447949415,10-25,a,-0.10167709999999999,-0.08210667499999999,-0.06090205,-0.04211325,-0.02948294,NA,0.07219416
Lecythis persistens,37.5073447949415,10-25,O,-1.92816,-1.7306275,-1.454485,-1.05627,-0.5863472999999997,TRUE,1.3418127000000004
Lecythis persistens,37.5073447949415,10-25,gamma,-5.370852,-5.0721175,-4.73688,-4.40226,-4.0918079999999994,NA,1.2790440000000007
Lecythis persistens,37.5073447949415,10-25,tau,0.8632128,1.0224375,1.1940300000000001,1.3723524999999999,1.527801,TRUE,0.6645882
Lecythis persistens,37.5073447949415,>25,a,-5.451029,-4.47434,-3.46919,-2.5749699999999995,-1.8446360000000002,NA,3.6063929999999997
Lecythis persistens,37.5073447949415,>25,O,-0.8549581,-0.7882387500000001,-0.7222235,-0.6613910000000001,-0.6053659,TRUE,0.24959220000000004
Lecythis persistens,37.5073447949415,>25,gamma,-12.91208,-11.161900000000001,-9.33244,-7.556627499999999,-5.889742,NA,7.0223379999999995
Lecythis persistens,37.5073447949415,>25,tau,0.030873279999999767,0.84161525,1.739675,2.6494,3.4420130000000007,TRUE,3.411139720000001
Lecythis poiteaui,49.1098339184576,1-3,a,-0.2445584,-0.17956850000000002,-0.12934400000000001,-0.0932301,-0.06948918999999999,NA,0.17506921000000003
Lecythis poiteaui,49.1098339184576,1-3,O,-2.7728250000000005,-2.3046875,-1.59853,-0.8349855,-0.34994639999999994,TRUE,2.4228786000000007
Lecythis poiteaui,49.1098339184576,1-3,gamma,-8.541465,-7.528219999999999,-6.46266,-5.3154675000000005,-4.289483,NA,4.251982000000001
Lecythis poiteaui,49.1098339184576,1-3,tau,-0.6297251000000003,-0.10873025,0.4519925,0.97984975,1.4625240000000002,FALSE,2.0922491000000005
Lecythis poiteaui,49.1098339184576,3-10,a,-0.3795373,-0.23518374999999997,-0.11129900000000001,-0.046260475,-0.018738899999999985,NA,0.3607984
Lecythis poiteaui,49.1098339184576,3-10,O,-5.092501,-4.031997499999999,-3.3244550000000004,-2.5908825,-1.4968329999999999,TRUE,3.5956680000000008
Lecythis poiteaui,49.1098339184576,3-10,gamma,-9.648850999999999,-8.2355775,-6.502055,-4.7708525,-3.041072,NA,6.607778999999999
Lecythis poiteaui,49.1098339184576,3-10,tau,-1.8082720000000003,-0.88012925,0.02771635,0.93193775,1.6697020000000016,FALSE,3.477974000000002
Lecythis poiteaui,49.1098339184576,10-25,a,-0.2513482,-0.21197950000000002,-0.17388150000000002,-0.13802175,-0.10784619999999998,NA,0.14350200000000005
Lecythis poiteaui,49.1098339184576,10-25,O,-0.6848194000000001,-0.47485175,-0.265258,-0.11435300000000001,-0.04169181999999999,TRUE,0.64312758
Lecythis poiteaui,49.1098339184576,10-25,gamma,-3.177626,-2.1785025,-1.10696,0.010065905,1.0475820000000002,NA,4.225208
Lecythis poiteaui,49.1098339184576,10-25,tau,-3.2367739999999996,-2.65088,-2.021855,-1.4181575,-0.8766092999999998,TRUE,2.3601647
Lecythis poiteaui,49.1098339184576,>25,a,-0.3714546,-0.26760375000000003,-0.165805,-0.076915875,-0.01954223999999999,NA,0.35191236000000004
Lecythis poiteaui,49.1098339184576,>25,O,-1.3309630000000001,-0.6346045,-0.31575949999999997,-0.14102625,-0.05382637999999997,TRUE,1.27713662
Lecythis poiteaui,49.1098339184576,>25,gamma,-3.2133410000000002,-2.1664425,-0.9092315,0.20515675,1.3169930000000007,NA,4.530334000000001
Lecythis poiteaui,49.1098339184576,>25,tau,-3.12278,-2.48003,-1.852525,-1.1660225,-0.5868331,TRUE,2.5359469
Leonia glycycarpa,31.0906769921207,1-3,a,-0.2959497,-0.21862349999999997,-0.1436015,-0.08240915000000001,-0.044641629999999995,NA,0.25130807
Leonia glycycarpa,31.0906769921207,1-3,O,-6.050815999999999,-5.41103,-4.941895000000001,-4.640269999999999,-4.412322,TRUE,1.6384939999999997
Leonia glycycarpa,31.0906769921207,1-3,gamma,-8.605228,-8.049032500000001,-7.4329149999999995,-6.8533775,-6.308029,NA,2.297199
Leonia glycycarpa,31.0906769921207,1-3,tau,0.4213776,0.705209,1.00013,1.323335,1.599653,TRUE,1.1782754
Leonia glycycarpa,31.0906769921207,3-10,a,-0.4420587,-0.33510325,-0.2221375,-0.13851449999999998,-0.09277238999999995,NA,0.3492863100000001
Leonia glycycarpa,31.0906769921207,3-10,O,-2.761152,-2.5303825,-2.161225,-1.5263525,-0.8038463999999996,TRUE,1.9573056000000004
Leonia glycycarpa,31.0906769921207,3-10,gamma,-12.9834,-11.86915,-10.6979,-9.467984999999999,-8.49352,NA,4.489879999999999
Leonia glycycarpa,31.0906769921207,3-10,tau,1.622537,2.1309425,2.715095,3.3008275,3.8448700000000002,TRUE,2.2223330000000003
Leonia glycycarpa,31.0906769921207,10-25,a,-0.5454177000000001,-0.407794,-0.2695805,-0.1444815,-0.06366793000000001,NA,0.4817497700000001
Leonia glycycarpa,31.0906769921207,10-25,O,-2.500833,-2.1855974999999996,-1.935245,-1.6255624999999998,-1.1714139999999993,TRUE,1.3294190000000008
Leonia glycycarpa,31.0906769921207,10-25,gamma,-10.41184,-9.3501725,-8.1863,-6.96821,-5.911549,NA,4.500291
Leonia glycycarpa,31.0906769921207,10-25,tau,0.18669379999999988,0.7628922499999999,1.39785,2.013925,2.5713950000000003,TRUE,2.3847012000000003
Licania alba,39.9739769349632,1-3,a,-0.09424182,-0.071872325,-0.0514937,-0.036949025,-0.02571697999999998,NA,0.06852484000000003
Licania alba,39.9739769349632,1-3,O,-6.706182999999999,-6.357505000000001,-5.8607949999999995,-5.41826,-5.074738000000001,TRUE,1.6314449999999985
Licania alba,39.9739769349632,1-3,gamma,-5.491649000000001,-5.202035,-4.882465,-4.554855,-4.251156,NA,1.2404930000000007
Licania alba,39.9739769349632,1-3,tau,0.12086799999999999,0.2739685,0.446023,0.6123190000000001,0.7673731,TRUE,0.6465051
Licania alba,39.9739769349632,3-10,a,-0.15804959999999998,-0.116954,-0.0783827,-0.051430175,-0.03482887999999999,NA,0.12322071999999999
Licania alba,39.9739769349632,3-10,O,-6.421682,-5.7462625,-4.98343,-4.49095,-4.180346,TRUE,2.2413359999999996
Licania alba,39.9739769349632,3-10,gamma,-5.941257000000001,-5.439055,-4.9095949999999995,-4.37597,-3.884251,NA,2.0570060000000012
Licania alba,39.9739769349632,3-10,tau,-0.16590300000000013,0.09314112499999999,0.371933,0.654018,0.9135776000000002,FALSE,1.0794806000000003
Licania alba,39.9739769349632,10-25,a,-0.06466155999999999,-0.03883405,-0.019503149999999997,-0.008002012499999999,-0.003233143,NA,0.06142841699999999
Licania alba,39.9739769349632,10-25,O,-4.9436160000000005,-3.3721150000000004,-2.3337399999999997,-1.5844874999999998,-0.8267557000000001,FALSE,4.116860300000001
Licania alba,39.9739769349632,10-25,gamma,-4.95948,-4.534985000000001,-4.062875,-3.5851825,-3.1559969999999997,NA,1.8034830000000004
Licania alba,39.9739769349632,10-25,tau,-0.3022328,-0.065973975,0.1899755,0.44500575,0.6597560000000001,FALSE,0.9619888000000001
Licania alba,39.9739769349632,>25,a,-0.2509389,-0.19198275,-0.12878699999999998,-0.06834204999999999,-0.02930213999999998,NA,0.22163676000000004
Licania alba,39.9739769349632,>25,O,-2.972297,-2.1246875,-1.720815,-1.49036,-1.301022,TRUE,1.6712750000000003
Licania alba,39.9739769349632,>25,gamma,-2.605751,-2.2084474999999997,-1.7531349999999999,-1.3052300000000001,-0.9006473,NA,1.7051037
Licania alba,39.9739769349632,>25,tau,-0.8270275,-0.6096385,-0.3687845,-0.1280835,0.08549013000000028,FALSE,0.9125176300000003
Licania membranacea,39.255658151584,1-3,a,-0.1005218,-0.070865,-0.045876,-0.0291148,-0.018511599999999996,NA,0.0820102
Licania membranacea,39.255658151584,1-3,O,-3.537756,-3.0367425,-2.2940449999999997,-1.308405,-0.5573054999999999,TRUE,2.9804505
Licania membranacea,39.255658151584,1-3,gamma,-5.623843000000001,-5.204855,-4.707755000000001,-4.199692499999999,-3.7699679999999995,NA,1.8538750000000013
Licania membranacea,39.255658151584,1-3,tau,-0.4613059,-0.24303975,0.01334215,0.26738675,0.48469220000000013,FALSE,0.9459981000000002
Licania membranacea,39.255658151584,3-10,a,-0.1320497,-0.0874819,-0.04534675,-0.0200698,-0.008110869999999992,NA,0.12393883
Licania membranacea,39.255658151584,3-10,O,-4.536241,-3.6035875,-3.01384,-2.1766200000000002,-1.1498599999999992,TRUE,3.386381000000001
Licania membranacea,39.255658151584,3-10,gamma,-2.8420499999999995,-2.1583175,-1.435515,-0.663509,0.0551389,NA,2.8971888999999997
Licania membranacea,39.255658151584,3-10,tau,-2.5092290000000004,-2.1326674999999997,-1.702665,-1.3136575000000001,-0.9505673999999995,TRUE,1.5586616000000009
Licania membranacea,39.255658151584,10-25,a,-0.17936159999999998,-0.14709250000000001,-0.11747099999999999,-0.0929106,-0.07291292,NA,0.10644867999999998
Licania membranacea,39.255658151584,10-25,O,-1.078365,-0.80130575,-0.483008,-0.239316,-0.09921326999999999,TRUE,0.97915173
Licania membranacea,39.255658151584,10-25,gamma,-2.817937,-2.1664000000000003,-1.405305,-0.6473955,0.0679042800000001,NA,2.88584128
Licania membranacea,39.255658151584,10-25,tau,-2.413853,-2.02064,-1.594225,-1.1801875,-0.8203651999999999,TRUE,1.5934878000000001
Licania membranacea,39.255658151584,>25,a,-0.20900740000000007,-0.14151575,-0.0800429,-0.039366349999999994,-0.020966149999999992,NA,0.18804125000000008
Licania membranacea,39.255658151584,>25,O,-5.226261000000001,-3.720695,-2.5571,-1.954015,-1.626345,TRUE,3.5999160000000012
Licania membranacea,39.255658151584,>25,gamma,-1.311793,-0.63954825,0.1457595,0.95462625,1.6850800000000006,NA,2.996873000000001
Licania membranacea,39.255658151584,>25,tau,-2.669722,-2.2686675,-1.839775,-1.4096875,-1.0459429999999998,TRUE,1.6237790000000003
Licania ovalifolia,39.6412994924058,1-3,a,-0.230805,-0.16169475,-0.0966494,-0.048250475,-0.018585079999999993,NA,0.21221992
Licania ovalifolia,39.6412994924058,1-3,O,-6.335582,-5.71204,-5.03309,-4.4544,-3.825624,TRUE,2.5099579999999997
Licania ovalifolia,39.6412994924058,1-3,gamma,-8.675039000000002,-7.87612,-6.9582049999999995,-6.09754,-5.20879,NA,3.466249000000002
Licania ovalifolia,39.6412994924058,1-3,tau,-0.4594090000000002,0.0108759,0.4651375,0.94627025,1.375142,FALSE,1.8345510000000003
Licania ovalifolia,39.6412994924058,3-10,a,-0.1611698,-0.105938,-0.0614585,-0.0287657,-0.011686709999999996,NA,0.14948309
Licania ovalifolia,39.6412994924058,3-10,O,-6.403411,-5.7343275,-4.81124,-3.854965,-2.7048519999999976,TRUE,3.6985590000000026
Licania ovalifolia,39.6412994924058,3-10,gamma,-10.44903,-9.267154999999999,-7.914675,-6.578837500000001,-5.38678,NA,5.062250000000001
Licania ovalifolia,39.6412994924058,3-10,tau,-0.3447180000000001,0.28397975,0.9884580000000001,1.6754674999999999,2.2806420000000003,FALSE,2.6253600000000006
Licania ovalifolia,39.6412994924058,10-25,a,-0.15058880000000005,-0.090160825,-0.04558535,-0.0204803,-0.008097390999999997,NA,0.14249140900000004
Licania ovalifolia,39.6412994924058,10-25,O,-5.552565,-3.999635,-2.626365,-1.5786925,-0.7199010999999996,TRUE,4.832663900000001
Licania ovalifolia,39.6412994924058,10-25,gamma,-14.701519999999999,-13.09015,-11.45625,-9.729165,-8.131290999999997,NA,6.570229000000001
Licania ovalifolia,39.6412994924058,10-25,tau,0.9749083000000001,1.7963000000000002,2.6749650000000003,3.5139324999999997,4.292209000000001,TRUE,3.3173007000000005
Licania ovalifolia,39.6412994924058,>25,a,-0.9296656000000001,-0.7714335,-0.602761,-0.44971275,-0.3039806,NA,0.625685
Licania ovalifolia,39.6412994924058,>25,O,-2.297032,-2.001115,-1.78854,-1.6384775,-1.522263,TRUE,0.7747690000000003
Licania ovalifolia,39.6412994924058,>25,gamma,-4.30941,-3.3862475,-2.3353349999999997,-1.2577725,-0.29190079999999996,NA,4.0175092
Licania ovalifolia,39.6412994924058,>25,tau,-1.83653,-1.2982649999999998,-0.7109405,-0.1436305,0.3441316,FALSE,2.1806616
Licaria debilis,18.965022172113,1-3,a,-0.21299839999999998,-0.167118,-0.1094445,-0.0616063,-0.02845605999999999,NA,0.18454233999999997
Licaria debilis,18.965022172113,1-3,O,-6.594193,-6.14891,-5.537725,-5.0152375000000005,-4.580806999999999,TRUE,2.0133860000000006
Licaria debilis,18.965022172113,1-3,gamma,-8.752655,-8.0295275,-7.186345,-6.29915,-5.5524119999999995,NA,3.2002430000000013
Licaria debilis,18.965022172113,1-3,tau,-0.219646,0.19359924999999997,0.6522114999999999,1.0873775,1.461705,FALSE,1.681351
Licaria debilis,18.965022172113,3-10,a,-0.22375450000000002,-0.15022625,-0.09033949999999999,-0.050661649999999996,-0.02351663,NA,0.20023787
Licaria debilis,18.965022172113,3-10,O,-6.535008,-5.8963,-5.05117,-4.378715,-3.784614,TRUE,2.7503940000000004
Licaria debilis,18.965022172113,3-10,gamma,-7.22385,-6.133165,-4.918485,-3.6921775,-2.6311859999999996,NA,4.592664
Licaria debilis,18.965022172113,3-10,tau,-1.57414,-1.0120550000000001,-0.345804,0.287335,0.853957,FALSE,2.428097
Micropholis guyanensis,15.3034071411336,1-3,a,-0.2165113,-0.14770375,-0.08505835,-0.041390875,-0.015409849999999973,NA,0.20110145000000001
Micropholis guyanensis,15.3034071411336,1-3,O,-6.5011589999999995,-5.9052025,-5.2126850000000005,-4.604439999999999,-3.7541629999999993,TRUE,2.746996
Micropholis guyanensis,15.3034071411336,1-3,gamma,-6.375263,-5.5025275,-4.43667,-3.4795675,-2.5816749999999993,NA,3.793588000000001
Micropholis guyanensis,15.3034071411336,1-3,tau,-2.019687,-1.5234949999999998,-1.0016699999999998,-0.43697299999999994,0.0415568,FALSE,2.0612437999999997
Micropholis guyanensis,15.3034071411336,3-10,a,-0.441607,-0.341159,-0.20808749999999998,-0.090803525,-0.03546609,NA,0.40614091
Micropholis guyanensis,15.3034071411336,3-10,O,-4.435201,-3.8332100000000002,-3.469155,-3.1039950000000003,-2.465307,TRUE,1.969894
Micropholis guyanensis,15.3034071411336,3-10,gamma,-11.08749,-9.985215,-8.768934999999999,-7.5526025,-6.452443,NA,4.635047000000001
Micropholis guyanensis,15.3034071411336,3-10,tau,0.18036819999999987,0.7665017500000001,1.3920400000000002,2.042455,2.591094000000001,TRUE,2.410725800000001
Mouriri crassifolia,30.1074009712827,1-3,a,-0.18119150000000003,-0.14288675,-0.10970099999999999,-0.08510709999999999,-0.06719576,NA,0.11399574000000004
Mouriri crassifolia,30.1074009712827,1-3,O,-6.817498,-6.553255,-6.139615,-5.742965,-5.442825,TRUE,1.3746729999999996
Mouriri crassifolia,30.1074009712827,1-3,gamma,-6.168843000000001,-5.72095,-5.229305,-4.7293924999999994,-4.314046,NA,1.8547970000000005
Mouriri crassifolia,30.1074009712827,1-3,tau,-0.19006210000000007,0.0304307,0.2887115,0.54957575,0.7837202000000001,FALSE,0.9737823000000001
Mouriri crassifolia,30.1074009712827,3-10,a,-0.1460369,-0.099861475,-0.058452000000000004,-0.028699725000000002,-0.011676389999999988,NA,0.13436051000000002
Mouriri crassifolia,30.1074009712827,3-10,O,-6.579054,-6.0043825,-5.071795,-4.111117500000001,-2.9542319999999997,TRUE,3.6248220000000004
Mouriri crassifolia,30.1074009712827,3-10,gamma,-16.3847,-14.980725000000001,-13.493,-12.006475,-10.71498,NA,5.669719999999998
Mouriri crassifolia,30.1074009712827,3-10,tau,2.3201329999999993,2.97422,3.67903,4.4135824999999995,5.060894000000001,TRUE,2.740761000000002
Mouriri crassifolia,30.1074009712827,10-25,a,-0.1352112,-0.09764995,-0.06840979999999999,-0.04775085,-0.0317374,NA,0.1034738
Mouriri crassifolia,30.1074009712827,10-25,O,-6.589886,-6.0229225,-5.11365,-4.2585275,-3.6701639999999998,TRUE,2.919722
Mouriri crassifolia,30.1074009712827,10-25,gamma,-6.924411,-5.959972499999999,-4.896445,-3.8211275000000002,-2.835601999999999,NA,4.088809000000001
Mouriri crassifolia,30.1074009712827,10-25,tau,-1.114778,-0.597872,-0.0155619,0.5418890000000001,1.0423620000000002,FALSE,2.15714
Mouriri crassifolia,30.1074009712827,>25,a,-0.39432629999999996,-0.29106975,-0.198679,-0.131528,-0.09843706999999999,NA,0.29588923
Mouriri crassifolia,30.1074009712827,>25,O,-6.059004,-5.0067525,-3.90349,-3.1693775000000004,-2.749489,TRUE,3.3095149999999998
Mouriri crassifolia,30.1074009712827,>25,gamma,-3.822359,-2.5092025000000002,-1.009655,0.58224625,1.9779950000000002,NA,5.8003540000000005
Mouriri crassifolia,30.1074009712827,>25,tau,-3.020099,-2.2261249999999997,-1.439635,-0.64422325,0.023767480000000073,FALSE,3.04386648
Mouriri huberi,30.5447954379399,1-3,a,-0.23174650000000002,-0.18196175,-0.13696199999999997,-0.10432324999999999,-0.08137679,NA,0.15036971000000002
Mouriri huberi,30.5447954379399,1-3,O,-6.7612890000000005,-6.4365275,-6.000715,-5.60212,-5.314182,TRUE,1.4471070000000008
Mouriri huberi,30.5447954379399,1-3,gamma,-8.090057999999999,-7.546305,-6.953495,-6.3516675000000005,-5.795652,NA,2.2944059999999995
Mouriri huberi,30.5447954379399,1-3,tau,0.36967209999999995,0.66119375,0.9713645,1.2791975,1.547552,TRUE,1.1778799000000002
Mouriri huberi,30.5447954379399,3-10,a,-0.24867520000000004,-0.16755275,-0.0977127,-0.05093015,-0.023068169999999995,NA,0.22560703000000004
Mouriri huberi,30.5447954379399,3-10,O,-6.252021,-5.46217,-4.616099999999999,-4.030615,-3.526367,TRUE,2.725654
Mouriri huberi,30.5447954379399,3-10,gamma,-11.56134,-10.518325,-9.25856,-8.069125,-7.14879,NA,4.4125499999999995
Mouriri huberi,30.5447954379399,3-10,tau,0.6920222,1.1997625,1.7954750000000002,2.4374174999999996,2.951558,TRUE,2.2595358
Mouriri huberi,30.5447954379399,10-25,a,-0.09627007000000001,-0.066728575,-0.041869500000000004,-0.022613750000000002,-0.009585876999999998,NA,0.08668419300000002
Mouriri huberi,30.5447954379399,10-25,O,-6.512518,-5.845955000000001,-4.75347,-3.6278900000000003,-2.6120659999999996,TRUE,3.9004520000000005
Mouriri huberi,30.5447954379399,10-25,gamma,-4.897286,-3.6181475,-2.154485,-0.6338875,0.7662730999999999,NA,5.6635591000000005
Mouriri huberi,30.5447954379399,10-25,tau,-3.780067,-2.989095,-2.1458,-1.309115,-0.6300764999999999,TRUE,3.1499905
Mouriri huberi,30.5447954379399,>25,a,-0.3282475,-0.24371875,-0.1746135,-0.13231575,-0.1069577,NA,0.22128980000000004
Mouriri huberi,30.5447954379399,>25,O,-6.524749,-5.8553925,-4.94017,-4.090515,-3.5084039999999996,TRUE,3.0163450000000003
Mouriri huberi,30.5447954379399,>25,gamma,-4.8986730000000005,-3.3758649999999997,-1.5917949999999998,0.246782,1.8704830000000008,NA,6.7691560000000015
